Titles,Labels
"Orbital stability and the quantum atomic spectrum from Stochastic
  Electrodynamics",physics.gen-ph
Dynamical 3-Space: Emergent Gravity,physics.gen-ph
"The age of the universe, the Hubble constant, the accelerated expansion
  and the Hubble effect",physics.gen-ph
Interacting modified Chaplygin gas in loop quantum cosmology,physics.gen-ph
On angular momentum and magnetic moment in many-electron system,physics.gen-ph
Life Before Earth,physics.gen-ph
"The X boson (MX ~ 1014 GeV) mediation of the HI relativistic reactions
  generated by RHIC and LHC",physics.gen-ph
Evidence of gravitons as fused photons in four dimensions,physics.gen-ph
Vacuum structure and ether-drift experiments,physics.gen-ph
Einstein's Moon,physics.gen-ph
Chemical Reaction due to Stronger Ramachandran Interaction,physics.gen-ph
"Role of local duality invariance in axion electrodynamics of topological
  insulators",physics.gen-ph
On possibility of topological interpretation of quantum mechanics,physics.gen-ph
"Cosmology at the Crossroads of the Natural and Human Sciences: is
  demarcation possible?",physics.gen-ph
"Refraction-Based Alternative Explanation for: Bending of Light Near a
  Star, Gravitational Red/Blue Shift and Black-Hole",physics.gen-ph
"Belief revision in quantum decision theory: gambler's and hot hand
  fallacies",physics.gen-ph
Energy or Mass and Interaction,physics.gen-ph
Method of Forming Stable States of Dense High-Temperfature Plasma,physics.gen-ph
"Trapped and Bound Classical States of an Electric Dipole in Magnetic
  Field",physics.gen-ph
Space-time symmetry is broken,physics.gen-ph
On Aryabhata's Planetary Constants,physics.gen-ph
Higgs-like mechanism for spontaneous spacetime symmetry breaking,physics.gen-ph
The Asymptotic Number of Attractors in the Random Map Model,physics.gen-ph
On the LIGO-VIRGO search of coalescing-binary signals,physics.gen-ph
The 1st Law of Thermodynamics in Chemical Reactions,physics.gen-ph
"Entropy and Eschatology: A Comment on Kutrovatz's Paper ""Heat Death in
  Ancient and Modern Thermodynamics""",physics.gen-ph
Casimir EMF in configurations with shifted elements,physics.gen-ph
Relativistic approach to electromagnetic imaging,physics.gen-ph
"Quantum gauge confinement of multiple quarks based on the homogeneous 5D
  projection theory",physics.gen-ph
On the possibility of torsion detection from neutrino cosmology and PMF,physics.gen-ph
"Variationality with second derivatives, relativistic uniform
  acceleration, and the 'spin'-curvature interaction in two-dimensional
  space-time",physics.gen-ph
"A family of well-behaved Karmarkar spacetime describing interior of
  relativistic stars",physics.gen-ph
Simple 8085 microprocessor compatible I/O card,physics.gen-ph
"Holographic considerations on non-gaussian statistics and gravothermal
  catastrophe",physics.gen-ph
An Economic analogy to Electrodynamics,physics.gen-ph
"The Statistical Distribution of quantum particles where any of them can
  be a fermion with probability [P] or a boson with probability [1-p]",physics.gen-ph
Approaching the event horizon of a black hole,physics.gen-ph
Communication via Quantum Neural Network,physics.gen-ph
Dressed (Renormalized) Coordinates in a Nonlinear System,physics.gen-ph
Comment on Experiments Related to the Aharonov-Bohm Phase Shift,physics.gen-ph
On a possible foundation of a theory of matter,physics.gen-ph
"Static and Dynamic Structure Factors with Account of the Ion Structure
  for High-temperature Alkali and Alkaline Earth Plasmas",physics.gen-ph
Yang-Mills Interactions and Gravity in Terms of Clifford Algebra,physics.gen-ph
"""We Think That We Think Clearly, But That's Only Because We Don't Think
  Clearly"": Mathematics, Mind, and the Human World",physics.gen-ph
A New Look at the Position Operator in Quantum Theory,physics.gen-ph
"New pure shear acoustic surface waves guided by cuts in
  magneto-electro-elastic materials",physics.gen-ph
Generalised cascades,physics.gen-ph
Pairing of fermions in atomic traps and nuclei,physics.gen-ph
Analogies between light optics and charged-particle optics,physics.gen-ph
"On Synthesis of the Big Bang Model with Freundlich's Redshift and its
  Cosmological Consequences",physics.gen-ph
Fractional Action Cosmology with Power Law Weight Function,physics.gen-ph
Stationary current of a viscous compressed liquid in a cylindrical pipe,physics.gen-ph
"Relativistic scattering with spatially-dependent effective mass in the
  Dirac equation",physics.gen-ph
"Enhancement of energy relaxation rates near metal-coated dielectric
  cylinders",physics.gen-ph
"The generalized second law of gravitational thermodynamics on the
  apparent horizon in f(R)-gravity",physics.gen-ph
Geometric model of the structure of the neutron,physics.gen-ph
Quantum-like Probabilistic Models outside Physics,physics.gen-ph
The thermodynamic evolution of the cosmological event horizon,physics.gen-ph
"Vibration-Induced Conductivity Fluctuation Measurement for Soil Bulk
  Density Analysis",physics.gen-ph
The hydrino and other unlikely states,physics.gen-ph
Intelligibility and First Passage Times In Complex Urban Networks,physics.gen-ph
Cosmological model with dynamical curvature,physics.gen-ph
Generalization of Boltzmann Equilibration Dynamics,physics.gen-ph
SEAMONSTER: A Demonstration Sensor Web Operating in Virtual Globes,physics.geo-ph
A 15.2 TFlops Simulation of Geodynamo on the Earth Simulator,physics.geo-ph
Morphology Scaling of Drop Impact onto a Granular Layer,physics.geo-ph
Finite driving rate and anisotropy effects in landslide modeling,physics.geo-ph
Surface Waves in Almost Incompressible Elastic Materials,physics.geo-ph
"Hydrothermal alteration at the Panorama Formation, North Pole Dome,
  Pilbara Craton, Western Australia",physics.geo-ph
"Spatiotemporal characteristics of the vertical structure of
  predictability and information transport in Northern Hemisphere",physics.geo-ph
"Inversion model validation of ground emissivity. Contribution to the
  development of SMOS algorithm",physics.geo-ph
Theory of Earthquake Recurrence Times,physics.geo-ph
"Simulation study of the two-dimensional Burridge-Knopoff model of
  earthquakes",physics.geo-ph
"Numerical simulations of granular dynamics. I. Hard-sphere discrete
  element method and tests",physics.geo-ph
"Seismic Earth Pressure Development in Sheet Pile Retaining Walls: A
  Numerical Study",physics.geo-ph
Ergodicity and spectral cascades in point vortex flows on the sphere,physics.geo-ph
"Spatial correlations in bed load transport: evidence, importance, and
  modelling",physics.geo-ph
Modeling the morphogenesis of brine channels in sea ice,physics.geo-ph
"Solar forced Dansgaard-Oeschger events and their phase relation with
  solar proxies",physics.geo-ph
"New Insight on the Increasing Seismicity during Tenerife's 2004 Volcanic
  Reactivation",physics.geo-ph
"Application of Optimal Transport and the Quadratic Wasserstein Metric to
  Full-Waveform Inversion",physics.geo-ph
"Decaying shock studies of phase transitions in MgOSiO2 systems:
  implications for the Super-Earths interiors",physics.geo-ph
"Marchenko-based target replacement, accounting for all orders of
  multiple reflections",physics.geo-ph
"A modified model of a single rock joint shear behavior in limestone
  specimens",physics.geo-ph
A possible resonance mechanism of earthquakes,physics.geo-ph
"Run-up characterstics of symmetrical solitary tsunami waves of unknown
  shapes",physics.geo-ph
Comparative simulations of the 2011 Tohoku tsunami with MOST and Cliffs,physics.geo-ph
"Seasonal modulation of seismicity: the competing/collaborative effect of
  the snow and ice load on the lithosphere",physics.geo-ph
"Sparse blind deconvolution of seismic data via spectral
  projected-gradient",physics.geo-ph
Anomalous diffusion of volcanic earthquakes,physics.geo-ph
"Derivation of the Gutenberg-Richter Empirical Formula from the Solution
  of the Generalized Logistic Equation",physics.geo-ph
"The Andravida, Greece EQ (8/06/2008, Ms=7.0R). An ""a posteriori""
  analysis for the determination of its location, occurrence time and magnitude
  parameters in terms of short-term predictability",physics.geo-ph
"Double-diffusive convection in a rotating cylindrical annulus with
  conical caps",physics.geo-ph
A model study of corona emission from hydrometeors,physics.geo-ph
"Transport properties for liquid silicon-oxygen-iron mixtures at Earth's
  core conditions",physics.geo-ph
Space Weathering Trends Among Carbonaceous Asteroids,physics.geo-ph
"The nonlinear anomalous lattice elasticity associated with the
  high-pressure phase transition in spodumene: A high precission static
  compression study",physics.geo-ph
Quantitative and Qualitative Seismic Imaging and Seismic Inversion,physics.geo-ph
"A generalized lattice Boltzmann model for flow through tight porous
  media with Klinkenberg's effect",physics.geo-ph
"Atmospheric radiative transfer parametrization for solar energy yield
  calculations on buildings",physics.geo-ph
"Melting of iron close to Earth's inner core boundary conditions and
  beyond",physics.geo-ph
Spherical convective dynamos in the rapidly rotating asymptotic regime,physics.geo-ph
Nonlinear threshold behavior during the loss of Arctic sea ice,physics.geo-ph
"Probabilistic-Numerical assessment of pyroclastic current hazard at
  Campi Flegrei and Naples city: Multi-VEI scenarios as a tool for full-scale
  risk management",physics.geo-ph
On detection of the free inner core nutation from VLBI data,physics.geo-ph
Multi-model full-waveform inversion,physics.geo-ph
A slip wave solution in anti-plane elasticity,physics.geo-ph
A non-Markovian model of rill erosion,physics.geo-ph
"Modeling of magnitude distributions by the generalized truncated
  exponential distribution",physics.geo-ph
Spatiotemporal Correlations of Earthquakes,physics.geo-ph
"Application of feedback connection artificial neural network to seismic
  data filtering",physics.geo-ph
"An analytical study of seismoelectric signals produced by 1D mesoscopic
  heterogeneities",physics.geo-ph
A numerical method for efficient 3D inversions using Richards equation,physics.geo-ph
Extracting scaling laws from numerical dynamo models,physics.geo-ph
Wind speed modeled as an indexed semi-Markov process,physics.geo-ph
"Assessing site response through H/V ratio in a seismic prone area of
  northeast India",physics.geo-ph
"Physical modeling of shrink-swell cycles and cracking in a clayey vadose
  zone",physics.geo-ph
"Morphological analysis of stylolites for paleostress estimation in
  limestones surrounding the Andra Underground Research Laboratory site",physics.geo-ph
"Seafloor identification in sonar imagery via simulations of Helmholtz
  equations and discrete optimization",physics.geo-ph
Seismic Wave Recording by 2S-Seismographs,physics.geo-ph
"An analysis of celestial pole offset observations in the free core
  nutation frequency band",physics.geo-ph
Nonlinear theory and tests of earthquake recurrence times,physics.geo-ph
Post glacial rebounds measure the viscosity of the lithosphere,physics.geo-ph
"Analysis of Nonlinear Soil-Structure Interaction Effects on the response
  of Three-Dimensional Frame Structures using a One-Direction
  Three-ComponentWave Propagation Model",physics.geo-ph
"A topology-motivated mixed finite element method for dynamic response of
  porous media",physics.geo-ph
